"","X","user_id","name","review_count","yelping_since","yelping_since_year","useful","funny","cool","elite","first_elite","nyears_elite","number_friends","fans","average_stars","compliment_hot","compliment_cool","compliment_more","compliment_cute","compliment_profile","compliment_list","compliment_note","compliment_plain","compliment_funny","compliment_writer","compliment_photos","ntips","tips_length_med","negtips","postips","firsttip","secondtip","lasttip","compliment_count_tips","avg_rest_stars","range_long","range_lat","ntips2005","ntips2006","ntips2007","ntips2008","ntips2009","ntips2010","ntips2011","ntips2012","ntips2013","ntips2014","ntips2015","ntips2016","ntips2017","ntips2018","nreviews","review_length_med","negreviews","posreviews","stars1","stars2","stars3","stars4","stars5","firstrev","secondrev","lastrev","avg_rest_stars_rev","range_long_rev","range_lat_rev","nreviews2005","nreviews2006","nreviews2007","nreviews2008","nreviews2009","nreviews2010","nreviews2011","nreviews2012","nreviews2013","nreviews2014","nreviews2015","nreviews2016","nreviews2017","nreviews2018"
"1262",9205,"w3UMfW-XuIyKkgXEvK8N8g","Valerie",57,"2007-09-02",2007,68,12,19,0,NA,0,17,3,3.34,1,0,0,0,0,0,3,3,0,2,0,6,174.5,1,5,"2013-04-02","2013-09-28","2016-06-11",0,4.08333333333333,0.122286999899998,0.1492206,0,0,0,0,0,0,0,0,2,0,3,1,0,0,13,436,2,11,3,0,3,2,5,"2013-07-14","2013-11-16","2018-09-21",3.80769230769231,3.44452000000001,2.877935,0,0,0,0,0,0,0,0,2,1,6,2,1,1
"581",3493,"gBB5kMi-Xs3ub8lfZDCRbA","Melissa",68,"2007-09-06",2007,127,47,74,1,2012,2,248,11,4.13,13,15,5,1,1,0,3,12,15,5,1,52,16,4,48,"2011-01-13","2011-02-18","2014-03-16",0,3.59615384615385,35.2858777,7.1235442772,0,0,0,0,0,0,16,32,3,1,0,0,0,0,6,439.5,0,6,0,0,1,4,1,"2007-09-08","2008-04-27","2013-06-10",3.91666666666667,0.446560599999998,0.257054799999999,0,0,1,1,0,0,1,1,2,0,0,0,0,0
"1290.1",11340,"kXU3bmKREtKVI6lN-MxgPQ","Steve",4,"2010-06-07",2010,7,0,0,0,NA,0,1,0,3.8,0,0,0,0,0,0,0,0,0,0,0,1,55,0,1,"2012-12-17",NA,"2012-12-17",0,3.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,184,0,1,0,0,0,0,1,"2016-01-17",NA,"2016-01-17",5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1003",22492,"QzoioQQIWeNdV1zsrGNZ9A","Amy",45,"2010-05-27",2010,43,15,10,0,NA,0,258,0,3.55,0,0,0,0,0,0,0,1,0,0,0,1,52,0,1,"2012-11-11",NA,"2012-11-11",0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,131,0,1,0,0,0,0,1,"2015-07-31",NA,"2015-07-31",4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1333",19920,"vRwa0Xv-0L3YDni2iZZyNQ","C",32,"2007-08-10",2007,23,5,6,0,NA,0,1,0,4.06,0,0,1,0,0,0,0,0,0,0,0,1,17,0,1,"2011-10-26",NA,"2011-10-26",0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,525,0,2,0,0,0,1,1,"2012-07-25","2012-08-09","2012-08-09",3.75,0.0485702999999944,0.0411262000000008,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"2012.1",21869,"aKQ9RToYxsRQATnf5sBTQA","Bongiorno",358,"2009-05-30",2009,298,158,179,0,NA,0,102,19,4.02,14,24,7,1,0,0,4,9,24,6,5,2,46,0,2,"2013-02-16","2014-10-03","2014-10-03",0,3.5,0.0948161426999974,0.0496970266000005,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,224,0,3,0,0,1,2,0,"2012-06-26","2013-11-02","2014-11-30",3.5,0.0286140519000071,0.00478900000000237,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"897.1",24767,"V951JTYf2GkID5f7oNZxxg","Elzen",70,"2010-04-03",2010,68,23,27,0,NA,0,42,3,4.2,0,0,0,0,1,0,2,4,0,0,0,3,37,1,2,"2012-12-23","2013-12-27","2015-12-24",0,3.5,0.133877816500004,0.0496259732000013,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,508,1,0,1,0,0,0,0,"2015-12-24",NA,"2015-12-24",3.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"51.1",1594,"A9M5QnBNijp_-2fb743mRA","Nicholas",64,"2009-08-04",2009,146,79,44,1,2013,2,110,11,3.67,1,1,0,0,0,0,5,5,1,2,0,7,44,1,6,"2013-02-28","2013-02-28","2014-01-10",0,3.71428571428571,0.132085911600001,0.231625213999997,0,0,0,0,0,0,0,0,5,2,0,0,0,0,7,454,0,7,0,0,1,4,2,"2011-02-12","2012-03-02","2014-02-04",4.07142857142857,0.190435106099997,0.207988315199998,0,0,0,0,0,0,1,1,4,1,0,0,0,0
"756",16401,"_QQhLXgXBLx2b5rsnXBJAQ","Sarah",22,"2010-08-11",2010,21,5,2,0,NA,0,2,0,3.27,0,0,0,0,0,0,0,0,0,0,0,1,253,0,1,"2016-10-19",NA,"2016-10-19",0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,513,0,1,0,0,0,0,1,"2012-01-13",NA,"2012-01-13",4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1705",5634,"ebgarf8JqKeb7VMkHmUELA","David",34,"2008-06-15",2008,66,3,21,0,NA,0,31,1,4.27,2,1,0,0,0,0,0,3,1,1,0,4,17.5,0,4,"2010-08-01","2010-08-01","2017-11-29",0,3.875,0.0211695809000076,0.0107060782000019,0,0,0,0,0,2,1,0,0,0,0,0,1,0,1,87,0,1,0,0,0,0,1,"2016-08-05",NA,"2016-08-05",4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"422",9206,"ssOoXFDC4ObeQKF2TvHNCw","M",76,"2009-03-10",2009,226,67,42,0,NA,0,66,3,3.33,3,5,0,0,0,0,3,7,5,1,1,4,34,0,4,"2015-05-06","2015-06-08","2018-09-06",0,4.5,0.0864459000000011,0.0474035999999955,0,0,0,0,0,0,0,0,0,0,3,0,0,1,4,784.5,0,4,0,0,2,1,1,"2015-06-08","2016-04-14","2018-04-22",4,0.139594244500003,0.112056731700001,0,0,0,0,0,0,0,0,0,0,1,1,1,1
"1656.2",6351,"yfk_SO6-VsEJqVF51KEZTA","Acupuncture Prosperity Health",22,"2010-06-12",2010,20,1,2,0,NA,0,3,1,4.31,1,1,0,0,0,0,0,0,1,1,0,3,95,0,3,"2010-08-14","2010-08-14","2017-07-23",0,4,0.252896199999995,0.185579633300001,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,108,0,2,0,0,0,0,2,"2015-05-19","2018-06-29","2018-06-29",4.75,0.135919600000008,0.102010400000005,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"390",13905,"T4KMWeEjqXECsfG6r6Mjzg","Hecate",229,"2008-12-05",2008,374,127,156,1,2010,4,320,12,3.92,14,36,4,0,3,0,10,20,36,13,7,24,225,4,20,"2010-03-27","2010-05-30","2015-06-25",0,4.04166666666667,41.6227739,12.1815403217,0,0,0,0,0,2,1,0,1,0,20,0,0,0,1,150,0,1,0,0,0,0,1,"2010-03-27",NA,"2010-03-27",3.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"303",9610,"uaDGJ86VDIcoDF7Rv90xPQ","Adam",14,"2009-01-08",2009,5,0,4,0,NA,0,9,1,3.94,0,1,0,0,0,0,0,1,1,0,0,1,18,0,1,"2018-06-10",NA,"2018-06-10",0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,658,0,4,0,0,0,2,2,"2018-06-20","2018-06-21","2018-07-01",4.375,0.0587452999999982,0.0371931000000032,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1348",14687,"6DKGUWciz5x4pb4pqaz_Lw","Romeo",32,"2010-03-21",2010,13,0,8,0,NA,0,232,2,4.48,0,0,0,0,0,0,0,0,0,0,0,2,46.5,0,2,"2014-01-04","2014-07-26","2014-07-26",0,4.25,0.159780497299991,0.0149157498999983,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,95,0,5,0,0,0,0,5,"2015-05-03","2016-05-10","2018-05-30",4.4,0.180996799999988,0.1275294,0,0,0,0,0,0,0,0,0,0,1,2,1,1
"1450",1009,"vnwYgUPGTYdArffSpDFpbQ","J.",349,"2009-05-12",2009,458,177,178,0,NA,0,785,14,3.65,2,9,1,0,0,0,15,14,9,1,2,1,45,0,1,"2011-05-02",NA,"2011-05-02",0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,139.5,1,1,1,1,0,0,0,"2011-05-02","2016-02-04","2016-02-04",3.25,0.00189436540000543,0.000451818700000217,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"1760",23432,"PeB5SKTgBUTx0TiHwHvJHA","Jasmine",18,"2010-12-09",2010,10,3,4,0,NA,0,83,1,3.45,2,0,0,0,0,0,0,1,0,0,0,3,43,0,3,"2014-07-23","2014-07-25","2017-11-26",0,3.66666666666667,0.00393721959999027,0.0760445437000001,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,1311,0,1,1,0,0,0,0,"2018-07-10",NA,"2018-07-10",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1977",10781,"DAwUD3G7nFuZJ-OwS6mkew","Jenn",41,"2010-05-05",2010,16,4,4,0,NA,0,1,1,4.31,0,0,0,0,0,0,0,0,0,0,0,2,102.5,1,1,"2014-03-23","2014-03-23","2014-03-23",0,2.25,0.000725900000006163,0.00187679999999801,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,234.5,0,2,0,1,0,1,0,"2014-06-30","2017-07-20","2017-07-20",3.75,35.1749389191,4.3426385571,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"1504.1",14980,"LZoBH1SMMUzIQIZlL40XMg","Calvin",85,"2010-03-09",2010,67,41,51,0,NA,0,48,6,3.74,8,20,2,0,2,1,11,11,20,2,2,11,26,2,9,"2010-11-06","2010-11-06","2012-11-12",0,3.5,0.0766957000000019,0.0352995999999948,0,0,0,0,0,6,0,5,0,0,0,0,0,0,2,536.5,1,1,0,0,0,0,2,"2010-11-10","2012-06-10","2012-06-10",4.25,0.00344099999999514,0.000349999999997408,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"499",7750,"9leRUv4_XFUuGyevKJKA-Q","Michael",630,"2009-02-13",2009,659,145,228,1,2015,2,59,27,3.83,4,6,5,0,2,0,14,14,6,8,0,5,14,1,4,"2011-07-23","2011-07-23","2011-09-06",0,4.1,0.208105821100006,0.0496047476000001,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,285.5,0,8,0,1,0,5,2,"2011-03-21","2011-03-21","2016-07-06",3.5625,2.4058983,2.5157815,0,0,0,0,0,0,3,0,1,1,0,3,0,0
"1374",7211,"onBF_LwNMcwNbneSwp9AxQ","Robyn",41,"2009-08-29",2009,39,7,12,0,NA,0,58,1,4.12,0,1,0,0,1,0,3,2,1,0,0,3,30,0,3,"2014-04-07","2014-12-03","2016-07-12",0,3.16666666666667,0.135263099999989,0.176040999999998,0,0,0,0,0,0,0,0,0,2,0,1,0,0,8,260,1,7,0,2,0,0,6,"2014-05-09","2015-01-09","2018-10-20",3.6875,0.197075684300003,0.277268805600002,0,0,0,0,0,0,0,0,0,1,1,1,3,2
"1243",14464,"_66H-jyeI_Fw5BkCx_Nsqw","Liz",15,"2010-02-26",2010,8,3,6,0,NA,0,373,1,3.67,0,0,0,0,0,0,1,0,0,0,0,4,54.5,0,4,"2015-12-09","2015-12-11","2016-04-13",0,4.125,0.0242097000000001,0.0961857274000053,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,183,0,1,1,0,0,0,0,"2018-07-13",NA,"2018-07-13",3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"928.1",9406,"NqzqrENgSH3Beg_-BpIy2w","Jesse",163,"2010-04-24",2010,279,58,66,0,NA,0,21,3,3.58,4,7,0,0,0,0,3,9,7,15,0,5,25,1,4,"2012-10-24","2013-10-29","2014-04-22",0,4,0.0173514999999895,0.0823906999999977,0,0,0,0,0,0,0,1,2,2,0,0,0,0,13,421,0,13,0,3,4,4,2,"2010-04-24","2010-05-18","2016-12-18",3.5,0.0539597000000072,0.271368800000005,0,0,0,0,0,3,1,1,3,2,2,1,0,0
"2013",25293,"Hjczx4JLUr7VvY1RKzonxQ","Kevin",11,"2009-08-25",2009,13,1,1,0,NA,0,2,0,2.55,0,1,0,0,0,0,0,0,1,0,0,2,27,0,2,"2015-02-14","2015-03-30","2015-03-30",0,4,0.0183334999999971,0.0206641999999988,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,511,0,1,1,0,0,0,0,"2015-01-20",NA,"2015-01-20",2.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1476",3236,"ZwmA-3nTRyabtHe2u_H4oA","Jaime",51,"2009-08-25",2009,42,15,5,0,NA,0,118,3,3.63,0,0,0,0,0,0,0,0,0,1,0,5,36,1,4,"2014-05-04","2014-07-18","2018-06-06",0,4.2,0.0996767999999975,0.521761400000003,0,0,0,0,0,0,0,0,0,2,0,2,0,1,6,154.5,1,5,2,0,0,2,2,"2011-02-13","2011-07-11","2018-05-09",3.41666666666667,0.0734044999999952,0.257569500000002,0,0,0,0,0,0,5,0,0,0,0,0,0,1
"1332",22200,"CDD1g-a55IVrisi_iekekA","Rob",38,"2009-12-08",2009,33,21,11,0,NA,0,87,2,3.82,0,4,1,0,0,0,1,1,4,0,0,6,15.5,0,6,"2011-05-29","2011-05-30","2012-08-18",0,3.58333333333333,0.0945688000000047,0.0832616000000002,0,0,0,0,0,0,5,1,0,0,0,0,0,0,1,461,0,1,1,0,0,0,0,"2010-08-17",NA,"2010-08-17",3.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"412",18523,"nucyf-86zyS76-7fn14HLA","Andy",6,"2010-09-14",2010,6,5,2,0,NA,0,4,0,4.17,0,0,0,0,0,0,0,0,0,0,0,1,56,0,1,"2015-10-14",NA,"2015-10-14",0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,226,0,3,0,0,1,0,2,"2011-01-27","2015-10-14","2018-05-28",4,0.0273331502999952,0.0250309190000024,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"626",13814,"8UVKKG_Mrky3E361SRae2A","Dustin",8,"2010-03-12",2010,13,0,3,0,NA,0,222,1,4.67,0,1,0,0,0,0,0,0,1,0,0,9,47,2,7,"2012-02-20","2012-06-26","2012-09-11",0,3.72222222222222,33.8171595772,5.5324835026,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,121,0,1,0,0,0,0,1,"2012-06-20",NA,"2012-06-20",4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"96.1",7319,"D2Zpzoy6zSpqZmfHnf1TIw","Tiger",223,"2008-09-11",2008,269,86,97,0,NA,0,178,9,4.15,1,0,1,0,0,0,3,11,0,3,2,28,56,3,25,"2012-03-29","2012-05-09","2016-08-25",1,3.66071428571429,3.4611371,2.7665354,0,0,0,0,0,0,0,12,11,0,0,5,0,0,7,242,0,7,0,0,2,2,3,"2013-03-02","2013-03-02","2016-04-21",3.21428571428571,0.317723162299998,0.0406550697000014,0,0,0,0,0,0,0,0,3,0,0,4,0,0
"248",512,"qGi0xjK3HM3Lfr6kSwKZdw","Kim",603,"2008-02-27",2008,1631,1581,1187,1,2008,4,574,38,3.43,259,91,9,27,13,1,89,85,91,44,15,1,51,0,1,"2011-07-15",NA,"2011-07-15",0,3.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1064,0,4,1,1,0,1,1,"2009-03-16","2009-03-18","2016-06-02",3.625,0.141904115300008,0.0756534636000055,0,0,0,0,2,0,0,0,1,0,0,1,0,0
"1916.2",26410,"zW4GNHDS9jiFxAiuqRooyw","Danielle",24,"2010-10-06",2010,24,8,16,0,NA,0,852,7,4.13,9,7,1,0,0,1,5,6,7,1,0,15,25,1,14,"2011-07-21","2011-07-21","2012-05-23",0,3.5,0.0279772999999892,0.0601110999999932,0,0,0,0,0,0,7,8,0,0,0,0,0,0,1,157,0,1,0,0,0,0,1,"2014-03-25",NA,"2014-03-25",4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"250",14522,"f7Jp1UzSsCGz9J3nyprXYg","David",11,"2010-07-16",2010,7,5,1,0,NA,0,56,2,3.42,0,0,0,0,0,0,0,1,0,0,0,1,54,0,1,"2017-02-06",NA,"2017-02-06",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,376,0,1,1,0,0,0,0,"2018-08-22",NA,"2018-08-22",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"653",13822,"gknmjr-3I0HFQX6o9d8Sqw","Christina",46,"2010-08-07",2010,123,41,41,0,NA,0,11,0,3.25,0,1,0,0,0,0,5,2,1,0,0,5,45,0,5,"2013-03-16","2015-11-17","2017-01-07",1,3.8,3.07311559999999,2.6708629279,0,0,0,0,0,0,0,0,1,0,2,1,1,0,3,138,1,2,1,0,0,1,1,"2011-02-26","2015-02-05","2015-04-14",3.16666666666667,3.12142499999999,2.593336,0,0,0,0,0,0,1,0,0,0,2,0,0,0
"269",22375,"fUvvNNUqpsBsNEdCrbibYw","Meredith",268,"2007-03-07",2007,205,43,85,1,2009,3,111,6,3.78,11,19,1,4,0,0,1,7,19,2,1,4,9,0,4,"2012-04-11","2012-04-12","2012-04-17",0,3.5,0.120948562899997,0.242580108999995,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,531,0,1,0,0,1,0,0,"2010-04-28",NA,"2010-04-28",4.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"464.1",13736,"SEzwdRFv4267jo8WAT64yA","YaoYao",207,"2009-03-18",2009,444,367,343,1,2011,3,239,22,4.02,15,29,7,1,4,3,10,20,29,8,2,3,22,0,3,"2011-10-08","2011-10-08","2012-06-30",0,4,0.0187730992000041,0.152960099999994,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,419,0,1,0,0,0,1,0,"2013-05-20",NA,"2013-05-20",4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"676",17510,"ExLdjw1G9AtZIb2DMFnwTA","Patty",16,"2010-05-04",2010,45,3,9,0,NA,0,33,4,4.18,1,0,0,0,0,0,1,1,0,0,1,4,40,1,3,"2010-07-30","2010-08-08","2013-10-03",0,3.5,0.529642299999992,0.230219099999999,0,0,0,0,0,2,1,0,1,0,0,0,0,0,2,291,0,2,0,0,0,1,1,"2013-09-07","2013-12-16","2013-12-16",4.5,0.00100470000000996,0.000643100000004893,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"1786.2",9089,"To4ATBBNlnC5gzj0dwXfuA","Vince",42,"2010-12-28",2010,52,8,5,0,NA,0,14,1,4.73,0,0,0,0,0,0,3,4,0,0,0,3,188,0,3,"2013-08-03","2013-09-09","2016-11-19",0,4.16666666666667,0.163638899999995,0.168831062400002,0,0,0,0,0,0,0,0,2,0,0,1,0,0,7,446,0,7,1,0,1,1,4,"2011-01-09","2013-09-09","2017-08-30",3.85714285714286,0.335761199999993,0.215260700000002,0,0,0,0,0,0,1,0,3,1,0,0,2,0
"481.2",19857,"HkEe2GC8ewqsKhsjfOpcpw","Justi",16,"2007-06-27",2007,18,2,5,0,NA,0,1,0,3.72,0,0,0,0,0,0,0,2,0,0,0,3,20,0,3,"2015-08-30","2016-09-26","2016-09-26",0,3.66666666666667,0.0151467853000042,0.0180984758000022,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,168.5,0,2,1,0,0,0,1,"2017-02-27","2017-12-07","2017-12-07",4.25,0.0236832999999876,0.013668899999999,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"1794",5317,"d9mSbe_sbWVlnaGtlylmfQ","Michele",496,"2007-07-04",2007,2108,932,1938,1,2008,4,89,49,3.77,352,445,32,26,22,9,229,271,445,59,33,1,41,0,1,"2016-03-24",NA,"2016-03-24",0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1382,0,3,0,1,1,0,1,"2008-12-21","2009-01-02","2009-08-18",4.16666666666667,0.239781906600001,0.0532709430000011,0,0,0,1,2,0,0,0,0,0,0,0,0,0
"626.1",13814,"8UVKKG_Mrky3E361SRae2A","Dustin",8,"2010-03-12",2010,13,0,3,0,NA,0,222,1,4.67,0,1,0,0,0,0,0,0,1,0,0,9,47,2,7,"2012-02-20","2012-06-26","2012-09-11",0,3.72222222222222,33.8171595772,5.5324835026,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,121,0,1,0,0,0,0,1,"2012-06-20",NA,"2012-06-20",4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"342",11986,"euOEvxIVRcSemENNjP6fCA","antonette",16,"2009-12-26",2009,11,2,3,0,NA,0,1,0,3.19,0,1,0,0,0,0,0,0,1,0,0,1,69,0,1,"2017-05-23",NA,"2017-05-23",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,102.5,1,1,0,0,0,0,2,"2016-04-14","2016-10-23","2016-10-23",4.25,0.0211618000000016,0.00066890000000086,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"442",4467,"ftkdSb1fYOZ0qN535RYvnw","Alex",49,"2010-09-24",2010,44,8,16,0,NA,0,33,2,4.28,0,0,0,0,0,0,1,1,0,3,0,2,51.5,0,2,"2014-08-29","2018-03-26","2018-03-26",0,3.75,0.0179160999999937,0.0997982000000022,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,265,0,3,0,0,0,1,2,"2013-02-27","2014-08-29","2017-12-21",3.5,0.288741400000006,0.0618517999999995,0,0,0,0,0,0,0,0,1,1,0,0,1,0
"1236.1",3418,"tScgzC_Zt3-5rViXNLWacQ","Beth",63,"2009-07-17",2009,244,79,138,1,2013,2,250,8,4.11,34,74,1,1,1,0,22,33,74,14,2,1,20,0,1,"2014-08-03",NA,"2014-08-03",0,2.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,338,0,7,0,0,1,2,4,"2011-09-05","2012-05-12","2017-06-22",3.57142857142857,0.263153988500008,0.184714502599995,0,0,0,0,0,0,1,3,1,1,0,0,1,0
"739",20379,"avCanXjFKSVvBTfLz5wQdg","Anna",13,"2010-03-14",2010,13,2,3,0,NA,0,1,0,2.31,0,0,0,0,0,0,0,0,0,0,0,1,63,0,1,"2016-04-14",NA,"2016-04-14",0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,73,1,0,1,0,0,0,0,"2015-11-04",NA,"2015-11-04",4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"454",23022,"gfvOtB5SX9CeGFw6b0xCJw","Doug",16,"2009-06-09",2009,3,2,1,0,NA,0,4,1,4.11,0,0,2,0,0,0,0,0,0,1,0,3,39,0,3,"2013-11-27","2013-11-27","2015-03-21",0,3.5,0.0551579999999916,0.163218799999996,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,93,0,1,0,0,0,1,0,"2012-02-02",NA,"2012-02-02",3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"688",9198,"PuPWzbQJ6P_tax-holDgSQ","D",255,"2009-04-25",2009,199,58,44,0,NA,0,59,10,3.23,1,1,1,0,1,0,11,8,1,1,0,20,55,5,15,"2010-05-26","2011-01-17","2017-12-18",0,3.5,0.27019270000001,0.188085399999999,0,0,0,0,0,1,4,2,3,4,2,3,1,0,10,352,1,9,1,1,3,2,3,"2009-05-18","2009-05-19","2017-12-18",3.55,0.344458299999999,0.190319100000004,0,0,0,0,2,3,2,0,0,0,0,1,2,0
"969",10858,"YoDrhpxLp5vPyR-lGzn_2A","Ene",10,"2008-12-22",2008,26,1,0,0,NA,0,1,0,2.9,0,0,0,0,0,0,0,0,0,0,0,1,27,0,1,"2011-07-14",NA,"2011-07-14",0,3.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,457,0,1,0,0,0,0,1,"2015-03-07",NA,"2015-03-07",5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1622",4436,"dk5yqirSwDH7Cpp52NdhUA","Teri",717,"2009-08-14",2009,1575,475,781,1,2010,9,134,38,3.57,36,52,6,8,3,2,119,479,52,15,26,3,37,0,3,"2013-05-03","2013-05-04","2013-05-05",0,3.66666666666667,0.437978408000006,0.1626653187,0,0,0,0,0,0,0,0,3,0,0,0,0,0,15,546,0,15,0,2,3,9,1,"2010-09-16","2011-01-10","2017-01-04",3.83333333333333,3.48571332169999,2.7388376012,0,0,0,0,0,1,1,4,3,0,2,3,1,0
"912",14117,"qmXKvtJe83rMLXsvkRMlBQ","Amanda",666,"2009-12-29",2009,2744,903,1330,1,2013,6,1679,159,3.76,29,71,11,2,4,0,149,291,71,56,44,4,51,1,3,"2013-05-04","2014-11-26","2017-11-12",0,3.875,0.00880681530000516,0.00369686110000345,0,0,0,0,0,0,0,0,1,1,0,0,2,0,3,817,0,3,0,0,0,2,1,"2017-02-13","2017-11-13","2017-11-13",4,35.1944347,4.3166234,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"1746",19128,"tMz5_vct38pM04ItZhE20w","Missy",16,"2010-07-02",2010,31,13,9,0,NA,0,3,1,3.75,0,0,0,0,0,0,2,0,0,0,0,20,41,0,20,"2010-11-14","2010-12-15","2014-07-28",0,3.65,0.4035473,0.136421756899999,0,0,0,0,0,2,5,9,3,1,0,0,0,0,6,1151.5,0,6,0,1,1,1,3,"2010-10-21","2010-10-21","2010-10-25",3.58333333333333,0.2812153,0.1786952,0,0,0,0,0,6,0,0,0,0,0,0,0,0
"113",19235,"7oysdaETNb4cOOH-K0bDTQ","Elise",24,"2009-06-23",2009,10,5,8,0,NA,0,2,0,3.46,0,0,0,0,0,0,0,0,0,0,0,1,58,0,1,"2017-08-06",NA,"2017-08-06",0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,162.5,0,2,0,0,0,2,0,"2015-03-28","2017-08-06","2017-08-06",4.25,1.38414250000001,0.608646,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"729",15549,"luoj8VQn8-DHmCDEQcFhmA","Jen",13,"2010-07-25",2010,13,13,4,0,NA,0,10,0,2.87,0,0,0,0,0,0,0,0,0,1,0,2,142,0,2,"2011-09-12","2012-08-12","2012-08-12",0,3,0.0956225999999987,0.172316500000001,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1250,0,1,0,0,1,0,0,"2011-09-12",NA,"2011-09-12",3.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"109",16506,"ElHhGHKhsy7ur7_fsvfjyQ","Dan",76,"2008-12-11",2008,67,42,20,0,NA,0,8,0,3.83,0,0,0,0,0,0,1,1,0,0,0,1,99,0,1,"2014-08-07",NA,"2014-08-07",0,3.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,594,0,1,0,0,1,0,0,"2012-08-30",NA,"2012-08-30",3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1516",6160,"LmVtwthBKquQ6GbpHvjPRw","Shelley",25,"2009-01-12",2009,10,3,2,0,NA,0,65,1,4.23,0,0,0,1,0,0,0,0,0,0,0,2,38,1,1,"2014-11-11","2016-06-19","2016-06-19",0,3,0.108426599999987,0.0909776999999963,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,127,0,2,0,1,0,0,1,"2013-06-28","2014-11-11","2014-11-11",3.75,0.084569799999997,0.195447900000005,0,0,0,0,0,0,0,0,1,1,0,0,0,0
